Q_pred,OID_,POINT_X_x,POINT_Y_x
-1.0,11510,-73.10398622,5.79015644
-1.0,11511,-73.10405126,5.79021642
-1.0,11512,-73.1041163,5.7902764
-1.0,11513,-73.10419593,5.79031425
-1.0,11514,-73.10427555,5.7903521
-1.0,11515,-73.10435518,5.79038995
-1.0,11516,-73.1044348,5.7904278
-1.0,11517,-73.10451442,5.79046565
-1.0,11518,-73.10459405,5.7905035
-1.0,11519,-73.10467367,5.79054135
-1.0,11520,-73.1047533,5.7905792
-1.0,11521,-73.10482008,5.790634658
-1.0,11522,-73.10488687,5.790690117
-1.0,11523,-73.10495365,5.790745575
-1.0,11524,-73.10502043,5.790801033
-1.0,11525,-73.10508722,5.790856491
-1.0,11526,-73.105154,5.79091195
-1.0,11527,-73.10522078,5.790967408
-1.0,11528,-73.10528757,5.791022867
-1.0,11529,-73.10535435,5.791078325
-1.0,11530,-73.10542113,5.791133783
-1.0,11531,-73.10548792,5.791189241
-1.0,11532,-73.1055547,5.7912447
-1.0,11533,-73.10562148,5.791300158
-1.0,11534,-73.10568827,5.791355617
-1.0,11535,-73.10575505,5.791411074
-1.0,11536,-73.10582183,5.791466533
-1.0,11537,-73.10588862,5.791521991
-1.0,11538,-73.1059554,5.79157745
-1.0,11539,-73.10602218,5.791632908
-1.0,11540,-73.10608897,5.791688367
-1.0,11541,-73.10615575,5.791743825
-1.0,11542,-73.10622253,5.791799283
-1.0,11543,-73.10628932,5.791854742
-1.0,11544,-73.1063561,5.7919102
-1.0,11545,-73.10640459,5.791981454
-1.0,11546,-73.10645308,5.792052708
-1.0,11547,-73.10650158,5.792123963
-1.0,11548,-73.10655007,5.792195217
-1.0,11549,-73.10659856,5.792266471
-1.0,11550,-73.10664705,5.792337725
-1.0,11551,-73.10669554,5.792408979
-1.0,11552,-73.10674403,5.792480233
-1.0,11553,-73.10679252,5.792551488
-1.0,11554,-73.10684102,5.792622742
-1.0,11555,-73.10688951,5.792693996
-1.0,11556,-73.106938,5.79276525
-1.0,11557,-73.10698649,5.792836504
-1.0,11558,-73.10703498,5.792907759
-1.0,11559,-73.10708348,5.792979013
-1.0,11560,-73.10713197,5.793050267
-1.0,11561,-73.10718046,5.793121521
-1.0,11562,-73.10722895,5.793192775
-1.0,11563,-73.10727744,5.79326403
-1.0,11564,-73.10732593,5.793335284
-1.0,11565,-73.10737442,5.793406538
-1.0,11566,-73.10742292,5.793477792
-1.0,11567,-73.10747141,5.793549046
-1.0,11568,-73.1075199,5.7936203
-1.0,11569,-73.1105509,5.7928715
-1.0,11570,-73.11058655,5.7927987
1.0,11571,-73.1106222,5.7927259
-1.0,11572,-73.11065855,5.792807063
-1.0,11573,-73.1106949,5.792888225
1.0,11574,-73.11073125,5.792969388
1.0,11575,-73.1107676,5.79305055
-1.0,11576,-73.11080395,5.793131713
-1.0,11577,-73.1108403,5.793212875
-1.0,11578,-73.11087665,5.793294038
-1.0,11579,-73.110913,5.7933752
-1.0,11580,-73.11091493,5.7932881
-1.0,11581,-73.11091687,5.793201001
-1.0,11582,-73.1109188,5.7931139
-1.0,11583,-73.1232726,5.7916867
-1.0,11584,-73.123221,5.79174675
-1.0,11585,-73.1231694,5.7918068
-1.0,11586,-73.12318924,5.791880181
-1.0,11587,-73.12320908,5.79195356
-1.0,11588,-73.12322892,5.79202694
-1.0,11589,-73.12324876,5.792100319
-1.0,11590,-73.1232686,5.7921737
-1.0,11591,-73.121593,5.7790352
-1.0,11592,-73.1215038,5.7790324
-1.0,11593,-73.1179617,5.7714921
-1.0,11594,-73.11788467,5.771525166
-1.0,11595,-73.11780763,5.771558234
-1.0,11596,-73.1177306,5.7715913
-1.0,11597,-73.1176595,5.771627034
-1.0,11598,-73.1175884,5.771662766
-1.0,11599,-73.1175173,5.7716985
-1.0,11600,-73.1174837,5.7717404
-1.0,11601,-73.1178871,5.7722886
-1.0,11602,-73.11786754,5.772201438
-1.0,11603,-73.11784798,5.772114275
-1.0,11604,-73.11782841,5.772027112
-1.0,11605,-73.11780885,5.77193995
-1.0,11606,-73.11778929,5.771852788
-1.0,11607,-73.11776973,5.771765624
-1.0,11608,-73.11775016,5.771678462
-1.0,9607,-73.12620328,5.781370896
-1.0,9608,-73.1262037,5.781458339
-1.0,9609,-73.12620411,5.781545783
-1.0,9610,-73.12620453,5.781633226
-1.0,9611,-73.12620495,5.78172067
-1.0,9612,-73.12620537,5.781808114
-1.0,9613,-73.12620578,5.781895557
-1.0,9614,-73.1262062,5.781983
-1.0,9615,-73.12620313,5.78207241
-1.0,9616,-73.12620006,5.782161821
-1.0,9617,-73.12619699,5.78225123
-1.0,9618,-73.12619392,5.78234064
-1.0,9619,-73.12619085,5.782430051
-1.0,9620,-73.12618778,5.78251946
-1.0,9621,-73.12618471,5.78260887
-1.0,9622,-73.12618164,5.78269828
-1.0,9623,-73.12617857,5.78278769
-1.0,9624,-73.1261755,5.7828771
-1.0,9625,-73.1262062,5.781983
-1.0,9626,-73.12628356,5.781959541
-1.0,9627,-73.12636092,5.78193608
-1.0,9628,-73.12643828,5.78191262
-1.0,9629,-73.12651564,5.78188916
-1.0,9630,-73.126593,5.7818657
-1.0,9631,-73.1304905,5.7857096
-1.0,9632,-73.1304151,5.785753863
-1.0,9633,-73.1303397,5.785798126
-1.0,9634,-73.1302643,5.785842389
1.0,9635,-73.1301889,5.785886652
-1.0,9636,-73.1301135,5.785930915
1.0,9637,-73.1300381,5.785975178
-1.0,9638,-73.1299627,5.786019441
-1.0,9639,-73.1298873,5.786063704
-1.0,9640,-73.1298119,5.786107967
-1.0,9641,-73.1297365,5.786152229
-1.0,9642,-73.1296611,5.786196493
-1.0,9643,-73.1295857,5.786240756
-1.0,9644,-73.1295103,5.786285019
-1.0,9645,-73.1294349,5.786329282
-1.0,9646,-73.1293595,5.786373545
-1.0,9647,-73.1292841,5.786417807
-1.0,9648,-73.1292087,5.786462071
-1.0,9649,-73.1291333,5.786506334
-1.0,9650,-73.1290579,5.786550597
-1.0,9651,-73.1289825,5.78659486
-1.0,9652,-73.1289071,5.786639122
-1.0,9653,-73.1288317,5.786683385
-1.0,9654,-73.1287563,5.786727648
-1.0,9655,-73.1286809,5.786771912
-1.0,9656,-73.1286055,5.786816175
-1.0,9657,-73.1285301,5.786860437
-1.0,9658,-73.1284547,5.7869047
-1.0,9659,-73.1299584,5.7849806
-1.0,9660,-73.13000677,5.785046873
1.0,9661,-73.13005515,5.785113146
-1.0,9662,-73.13010352,5.785179418
-1.0,9663,-73.13015189,5.785245691
-1.0,9664,-73.13020026,5.785311964
-1.0,9665,-73.13024864,5.785378236
-1.0,9666,-73.13029701,5.785444509
-1.0,9667,-73.13034538,5.785510782
-1.0,9668,-73.13039375,5.785577055
-1.0,9669,-73.13044213,5.785643327
-1.0,9670,-73.1304905,5.7857096
-1.0,9671,-73.1305419,5.785777133
-1.0,9672,-73.1305933,5.785844667
-1.0,9673,-73.1306447,5.7859122
-1.0,9674,-73.1306961,5.785979733
-1.0,9675,-73.1307475,5.786047266
-1.0,9676,-73.1307989,5.7861148
-1.0,9677,-73.1314516,5.7844049
-1.0,9678,-73.13150663,5.784474057
-1.0,9679,-73.13156166,5.784543215
-1.0,9680,-73.13161669,5.784612372
-1.0,9681,-73.13167171,5.784681529
-1.0,9682,-73.13172674,5.784750685
-1.0,9683,-73.13178177,5.784819843
-1.0,9684,-73.1318368,5.784889
-1.0,9685,-73.13182183,5.784974134
-1.0,9686,-73.13180687,5.785059267
-1.0,9687,-73.1317919,5.7851444
-1.0,9688,-73.13177693,5.785229533
-1.0,9689,-73.13176197,5.785314667
-1.0,9690,-73.131747,5.7853998
1.0,9691,-73.13171671,5.785482688
1.0,9692,-73.13168642,5.785565576
-1.0,9693,-73.13165614,5.785648464
1.0,9694,-73.13162585,5.785731353
1.0,9695,-73.13159556,5.785814241
1.0,9696,-73.13156527,5.78589713
-1.0,9697,-73.13153498,5.785980017
-1.0,9698,-73.13150469,5.786062906
-1.0,9699,-73.13147441,5.786145794
-1.0,9700,-73.13144412,5.786228683
-1.0,9701,-73.13141383,5.78631157
-1.0,9702,-73.13138354,5.786394459
-1.0,9703,-73.13135325,5.786477347
-1.0,9704,-73.13132296,5.786560236
-1.0,9705,-73.13129268,5.786643123
1.0,9706,-73.13126239,5.786726012
-1.0,9707,-73.1312321,5.7868089
-1.0,9708,-73.13119065,5.7868879
-1.0,9709,-73.1311492,5.7869669
-1.0,9710,-73.13110775,5.7870459
-1.0,9711,-73.1310663,5.7871249
-1.0,9712,-73.13102485,5.7872039
-1.0,9713,-73.1309834,5.787282899
1.0,9714,-73.13094195,5.787361899
-1.0,9715,-73.1309005,5.787440899
-1.0,9716,-73.13085905,5.7875199
-1.0,9717,-73.1308176,5.7875989
-1.0,9718,-73.1307796,5.787670067
-1.0,9719,-73.1307416,5.787741233
-1.0,9720,-73.1307036,5.7878124
-1.0,9721,-73.1306656,5.787883566
-1.0,9722,-73.1306276,5.787954733
-1.0,9723,-73.1305896,5.7880259
-1.0,9724,-73.1305516,5.788097066
-1.0,9725,-73.1305136,5.788168233
-1.0,9726,-73.1304756,5.7882394
-1.0,9727,-73.13044149,5.788320216
-1.0,9728,-73.13040738,5.788401031
-1.0,9729,-73.13037328,5.788481847
-1.0,9730,-73.13033917,5.788562662
-1.0,9731,-73.13030506,5.788643477
-1.0,9732,-73.13027095,5.788724292
-1.0,9733,-73.13023685,5.788805108
-1.0,9734,-73.13020274,5.788885923
-1.0,9735,-73.13016863,5.788966739
-1.0,9736,-73.13013452,5.789047554
-1.0,9737,-73.13010042,5.789128369
-1.0,9738,-73.13006631,5.789209184
-1.0,9739,-73.1300322,5.78929
-1.0,9740,-73.13005577,5.78937543
-1.0,9741,-73.13007934,5.78946086
-1.0,9742,-73.13010291,5.78954629
-1.0,9743,-73.13012648,5.78963172
-1.0,9744,-73.13015005,5.78971715
-1.0,9745,-73.13017362,5.78980258
-1.0,9746,-73.13019719,5.789888011
-1.0,9747,-73.13022076,5.78997344
-1.0,9748,-73.13024433,5.79005887
-1.0,9749,-73.1302679,5.7901443
-1.0,9750,-73.13021949,5.790219864
-1.0,9751,-73.13017108,5.790295428
-1.0,9752,-73.13012267,5.790370991
-1.0,9753,-73.13007426,5.790446555
-1.0,9754,-73.13002585,5.790522119
-1.0,9755,-73.12997745,5.790597682
-1.0,9756,-73.12992904,5.790673245
-1.0,9757,-73.12988063,5.790748809
-1.0,9758,-73.12983222,5.790824373
1.0,9759,-73.12978381,5.790899937
-1.0,9760,-73.1297354,5.7909755
-1.0,9761,-73.12973988,5.791051784
-1.0,9762,-73.12974437,5.791128067
-1.0,9763,-73.12974885,5.79120435
-1.0,9764,-73.12975333,5.791280633
-1.0,9765,-73.12975782,5.791356916
-1.0,9766,-73.1297623,5.7914332
-1.0,9767,-73.12979199,5.791507914
-1.0,9768,-73.12982167,5.791582628
-1.0,9769,-73.12985136,5.791657343
-1.0,9770,-73.12988104,5.791732057
-1.0,9771,-73.12991073,5.791806772
-1.0,9772,-73.12994041,5.791881486
-1.0,9773,-73.1299701,5.7919562
1.0,9774,-73.12994085,5.792040513
1.0,9775,-73.1299116,5.792124825
-1.0,9776,-73.12988235,5.792209137
-1.0,9777,-73.1298531,5.792293451
-1.0,9778,-73.12982385,5.792377763
-1.0,9779,-73.1297946,5.792462075
-1.0,9780,-73.12976535,5.792546388
-1.0,9781,-73.1297361,5.7926307
-1.0,9782,-73.12981125,5.7926725
-1.0,9783,-73.1298864,5.7927143
-1.0,9784,-73.12996155,5.792756101
-1.0,9785,-73.1300367,5.7927979
-1.0,9786,-73.1301236,5.7928051
-1.0,9787,-73.1302105,5.7928123
-1.0,9788,-73.1302974,5.7928195
-1.0,9789,-73.1303162,5.7928822
-1.0,9790,-73.130335,5.7929449
-1.0,9791,-73.13026838,5.792999756
-1.0,9792,-73.13020176,5.793054611
-1.0,9793,-73.13013513,5.793109467
-1.0,9794,-73.13006851,5.793164322
-1.0,9795,-73.13000189,5.793219178
-1.0,9796,-73.12993527,5.793274033
-1.0,9797,-73.12986864,5.793328889
-1.0,9798,-73.12980202,5.793383744
-1.0,9799,-73.1297354,5.7934386
-1.0,9800,-73.1271196,5.7834687
-1.0,9801,-73.12713015,5.783552851
-1.0,9802,-73.1271407,5.783637
-1.0,9803,-73.12715125,5.783721151
-1.0,9804,-73.1271618,5.7838053
-1.0,9805,-73.12709162,5.783819575
-1.0,9806,-73.12702145,5.78383385
-1.0,9807,-73.12695127,5.783848125
-1.0,9808,-73.1268811,5.7838624
-1.0,9809,-73.12680333,5.783854133
-1.0,9810,-73.12672557,5.783845867
-1.0,9811,-73.1266478,5.7838376
-1.0,9812,-73.12657003,5.783829333
-1.0,9813,-73.12649227,5.783821066
-1.0,9814,-73.1264145,5.7838128
-1.0,9815,-73.1263519,5.7837648
-1.0,9816,-73.1262893,5.7837168
-1.0,9817,-73.1262267,5.7836688
-1.0,9818,-73.1261641,5.7836208
-1.0,9819,-73.1261015,5.7835728
-1.0,9820,-73.1260389,5.7835248
-1.0,9821,-73.12600147,5.7834644
-1.0,9822,-73.12596403,5.783404
-1.0,9823,-73.1259266,5.7833436
-1.0,9824,-73.1259711,5.783288325
-1.0,9825,-73.1260156,5.78323305
-1.0,9826,-73.1260601,5.783177775
-1.0,9827,-73.1261046,5.7831225
1.0,9828,-73.12616005,5.783059
-1.0,9829,-73.1262155,5.7829955
-1.0,9830,-73.12627095,5.782932
-1.0,9831,-73.1263264,5.7828685
-1.0,9832,-73.1275469,5.7794761
-1.0,9833,-73.12756391,5.77956143
-1.0,9834,-73.12758092,5.779646759
-1.0,9835,-73.12759793,5.77973209
-1.0,9836,-73.12761494,5.779817419
-1.0,9837,-73.12763195,5.77990275
-1.0,9838,-73.12764896,5.77998808
-1.0,9839,-73.12766597,5.78007341
-1.0,9840,-73.12768298,5.78015874
-1.0,9841,-73.12769999,5.780244069
-1.0,9842,-73.127717,5.7803294
-1.0,9843,-73.1271392,5.7790259
-1.0,9844,-73.12715824,5.779106585
-1.0,9845,-73.12717729,5.779187272
-1.0,9846,-73.12719633,5.779267957
-1.0,9847,-73.12721537,5.779348643
-1.0,9848,-73.12723441,5.779429329
-1.0,9849,-73.12725346,5.779510015
-1.0,9850,-73.1272725,5.7795907
-1.0,9851,-73.12729179,5.779670088
-1.0,9852,-73.12731107,5.779749476
-1.0,9853,-73.12733036,5.779828862
-1.0,9854,-73.12734965,5.77990825
-1.0,9855,-73.12736894,5.779987638
-1.0,9856,-73.12738822,5.780067025
-1.0,9857,-73.12740751,5.780146412
-1.0,9858,-73.1274268,5.7802258
-1.0,9859,-73.127982,5.7793705
-1.0,9860,-73.12789498,5.77939162
-1.0,9861,-73.12780796,5.77941274
-1.0,9862,-73.12772094,5.77943386
1.0,9863,-73.12763392,5.77945498
-1.0,9864,-73.1275469,5.7794761
-1.0,9865,-73.1274783,5.77950475
-1.0,9866,-73.1274097,5.7795334
-1.0,9867,-73.1273411,5.77956205
-1.0,9868,-73.1272725,5.7795907
-1.0,9869,-73.128627,5.7803293
-1.0,9870,-73.12871226,5.780346987
-1.0,9871,-73.12879752,5.780364673
-1.0,9872,-73.12888278,5.78038236
-1.0,9873,-73.12896804,5.780400047
-1.0,9874,-73.1290533,5.780417733
-1.0,9875,-73.12913856,5.78043542
-1.0,9876,-73.12922382,5.780453107
-1.0,9877,-73.12930908,5.780470793
-1.0,9878,-73.12939434,5.78048848
-1.0,9879,-73.1294796,5.780506167
-1.0,9880,-73.12956486,5.780523853
-1.0,9881,-73.12965012,5.78054154
-1.0,9882,-73.12973538,5.780559227
-1.0,9883,-73.12982064,5.780576913
-1.0,9884,-73.1299059,5.7805946
-1.0,9885,-73.1287675,5.7809569
-1.0,9886,-73.12872633,5.780883783
-1.0,9887,-73.12868517,5.780810667
-1.0,9888,-73.128644,5.78073755
-1.0,9889,-73.12860283,5.780664433
-1.0,9890,-73.12856167,5.780591317
-1.0,9891,-73.1285205,5.7805182
-1.0,9892,-73.128556,5.780455233
-1.0,9893,-73.1285915,5.780392267
-1.0,9894,-73.128627,5.7803293
-1.0,9895,-73.12868352,5.7802596
-1.0,9896,-73.12874003,5.7801899
-1.0,9897,-73.12879655,5.7801202
-1.0,9898,-73.12885307,5.7800505
-1.0,9899,-73.12890958,5.7799808
-1.0,9900,-73.1289661,5.7799111
-1.0,9901,-73.1323089,5.7802207
-1.0,9902,-73.13233181,5.780304145
-1.0,9903,-73.13235472,5.78038759
-1.0,9904,-73.13237763,5.780471036
-1.0,9905,-73.13240054,5.780554481
-1.0,9906,-73.13242345,5.780637927
-1.0,9907,-73.13244635,5.780721373
-1.0,9908,-73.13246926,5.780804818
-1.0,9909,-73.13249217,5.780888264
-1.0,9910,-73.13251508,5.780971709
-1.0,9911,-73.13253799,5.781055154
-1.0,9912,-73.1325609,5.7811386
-1.0,9913,-73.1317151,5.7801058
-1.0,9914,-73.13179993,5.780122215
-1.0,9915,-73.13188476,5.780138628
-1.0,9916,-73.13196959,5.780155043
-1.0,9917,-73.13205441,5.780171457
-1.0,9918,-73.13213924,5.780187872
-1.0,9919,-73.13222407,5.780204285
-1.0,9920,-73.1323089,5.7802207
-1.0,9921,-73.1325609,5.7811386
-1.0,9922,-73.13249593,5.781184475
-1.0,9923,-73.13243095,5.781230351
-1.0,9924,-73.13236597,5.781276225
-1.0,9925,-73.132301,5.7813221
-1.0,9926,-73.13222726,5.78134168
-1.0,9927,-73.13215352,5.78136126
-1.0,9928,-73.13207978,5.78138084
-1.0,9929,-73.13200604,5.78140042
-1.0,9930,-73.1319323,5.78142
-1.0,9931,-73.13185808,5.781404333
-1.0,9932,-73.13178387,5.781388667
-1.0,9933,-73.13170965,5.781373
-1.0,9934,-73.13163543,5.781357333
-1.0,9935,-73.13156122,5.781341667
-1.0,9936,-73.131487,5.781326
-1.0,9937,-73.131415,5.781366243
-1.0,9938,-73.131343,5.781406485
-1.0,9939,-73.131271,5.781446728
-1.0,9940,-73.131199,5.781486971
-1.0,9941,-73.131127,5.781527214
-1.0,9942,-73.131055,5.781567457
-1.0,9943,-73.130983,5.7816077
-1.0,9944,-73.13090057,5.78163022
1.0,9945,-73.13081814,5.78165274
-1.0,9946,-73.13073571,5.78167526
-1.0,9947,-73.13065328,5.781697779
-1.0,9948,-73.13057085,5.7817203
-1.0,9949,-73.13048842,5.78174282
-1.0,9950,-73.13040599,5.78176534
-1.0,9951,-73.13032356,5.78178786
-1.0,9952,-73.13024113,5.78181038
-1.0,9953,-73.1301587,5.7818329
-1.0,9954,-73.13008409,5.781784711
-1.0,9955,-73.13000949,5.781736522
-1.0,9956,-73.12993488,5.781688333
-1.0,9957,-73.12986028,5.781640145
-1.0,9958,-73.12978567,5.781591955
-1.0,9959,-73.12971107,5.781543767
-1.0,9960,-73.12963646,5.781495578
-1.0,9961,-73.12956186,5.781447389
-1.0,9962,-73.12948725,5.7813992
-1.0,9963,-73.12941264,5.781351011
-1.0,9964,-73.12933804,5.781302822
-1.0,9965,-73.12926343,5.781254633
-1.0,9966,-73.12918883,5.781206445
-1.0,9967,-73.12911422,5.781158255
-1.0,9968,-73.12903962,5.781110067
-1.0,9969,-73.12896501,5.781061878
-1.0,9970,-73.12889041,5.781013689
-1.0,9971,-73.1288158,5.7809655
-1.0,9972,-73.1287675,5.7809569
-1.0,9973,-73.12868322,5.780942656
-1.0,9974,-73.12859894,5.780928411
-1.0,9975,-73.12851467,5.780914167
-1.0,9976,-73.12843039,5.780899922
-1.0,9977,-73.12834611,5.780885677
1.0,9978,-73.12826183,5.780871433
1.0,9979,-73.12817756,5.780857189
-1.0,9980,-73.12809328,5.780842944
-1.0,9981,-73.128009,5.7808287
-1.0,9982,-73.12800741,5.780742923
-1.0,9983,-73.12800582,5.780657147
-1.0,9984,-73.12800424,5.78057137
-1.0,9985,-73.12800265,5.780485594
-1.0,9986,-73.12800106,5.780399818
-1.0,9987,-73.12799947,5.780314041
-1.0,9988,-73.12799788,5.780228265
-1.0,9989,-73.12799629,5.780142488
-1.0,9990,-73.12799471,5.780056712
-1.0,9991,-73.12799312,5.779970935
-1.0,9992,-73.12799153,5.779885159
-1.0,9993,-73.12798994,5.779799383
-1.0,9994,-73.12798835,5.779713606
-1.0,9995,-73.12798676,5.77962783
-1.0,9996,-73.12798518,5.779542053
-1.0,9997,-73.12798359,5.779456277
-1.0,9998,-73.127982,5.7793705
-1.0,9999,-73.12800736,5.779299921
-1.0,10000,-73.12803272,5.77922934
-1.0,10001,-73.12805808,5.77915876
-1.0,10002,-73.12808344,5.77908818
-1.0,10003,-73.1281088,5.7790176
-1.0,10004,-73.12808395,5.778943925
-1.0,10005,-73.1280591,5.778870251
-1.0,10006,-73.12803425,5.778796576
-1.0,10007,-73.1280094,5.7787229
-1.0,10008,-73.1315642,5.7777184
-1.0,10009,-73.13156979,5.777806822
-1.0,10010,-73.13157538,5.777895244
-1.0,10011,-73.13158097,5.777983667
-1.0,10012,-73.13158655,5.778072089
1.0,10013,-73.13159214,5.778160511
1.0,10014,-73.13159773,5.778248933
1.0,10015,-73.13160332,5.778337356
-1.0,10016,-73.13160891,5.778425778
-1.0,10017,-73.1316145,5.7785142
-1.0,10018,-73.13162009,5.778602622
-1.0,10019,-73.13162568,5.778691045
-1.0,10020,-73.13163127,5.778779467
-1.0,10021,-73.13163685,5.778867889
-1.0,10022,-73.13164244,5.778956311
-1.0,10023,-73.13164803,5.779044734
-1.0,10024,-73.13165362,5.779133156
-1.0,10025,-73.13165921,5.779221578
-1.0,10026,-73.1316648,5.77931
-1.0,10027,-73.13167039,5.779398422
-1.0,10028,-73.13167598,5.779486845
-1.0,10029,-73.13168157,5.779575267
-1.0,10030,-73.13168715,5.779663689
-1.0,10031,-73.13169274,5.779752111
-1.0,10032,-73.13169833,5.779840534
-1.0,10033,-73.13170392,5.779928956
-1.0,10034,-73.13170951,5.780017378
-1.0,10035,-73.1317151,5.7801058
-1.0,10036,-73.13172791,5.780190118
-1.0,10037,-73.13174072,5.780274437
-1.0,10038,-73.13175353,5.780358755
-1.0,10039,-73.13176634,5.780443073
-1.0,10040,-73.13177914,5.780527391
-1.0,10041,-73.13179195,5.78061171
-1.0,10042,-73.13180476,5.780696027
-1.0,10043,-73.13181757,5.780780346
-1.0,10044,-73.13183038,5.780864664
-1.0,10045,-73.13184319,5.780948982
-1.0,10046,-73.131856,5.7810333
-1.0,10047,-73.13193495,5.781040175
-1.0,10048,-73.1320139,5.781047051
-1.0,10049,-73.13209285,5.781053925
-1.0,10050,-73.1321718,5.7810608
-1.0,10051,-73.1322041,5.781126125
-1.0,10052,-73.1322364,5.78119145
-1.0,10053,-73.1322687,5.781256775
-1.0,10054,-73.132301,5.7813221
-1.0,10055,-73.1199752,5.7765117
-1.0,10056,-73.12005823,5.77649056
-1.0,10057,-73.12014126,5.776469421
-1.0,10058,-73.12022429,5.77644828
-1.0,10059,-73.12030732,5.776427141
-1.0,10060,-73.12039035,5.776406
-1.0,10061,-73.12047338,5.77638486
-1.0,10062,-73.12055641,5.776363721
-1.0,10063,-73.12063944,5.77634258
-1.0,10064,-73.12072247,5.776321441
-1.0,10065,-73.1208055,5.7763003
-1.0,10066,-73.12088565,5.776283201
-1.0,10067,-73.1209658,5.7762661
-1.0,10068,-73.12105193,5.776246467
-1.0,10069,-73.12113807,5.776226833
-1.0,10070,-73.1212242,5.7762072
-1.0,10071,-73.12130409,5.776189
-1.0,10072,-73.12138397,5.7761708
-1.0,10073,-73.12146386,5.7761526
-1.0,10074,-73.12154375,5.7761344
-1.0,10075,-73.12162364,5.776116199
-1.0,10076,-73.12170352,5.776098
-1.0,10077,-73.12178341,5.7760798
-1.0,10078,-73.1218633,5.7760616
-1.0,10079,-73.12194953,5.776041833
-1.0,10080,-73.12203577,5.776022066
-1.0,10081,-73.122122,5.7760023
-1.0,10082,-73.1222012,5.775984125
-1.0,10083,-73.1222804,5.77596595
-1.0,10084,-73.1223596,5.775947775
-1.0,10085,-73.1224388,5.775929601
-1.0,10086,-73.122518,5.775911425
-1.0,10087,-73.1225972,5.77589325
-1.0,10088,-73.1226764,5.775875076
-1.0,10089,-73.1227556,5.7758569
-1.0,10090,-73.12284252,5.775834621
-1.0,10091,-73.12292944,5.77581234
-1.0,10092,-73.12301636,5.77579006
-1.0,10093,-73.12310328,5.77576778
-1.0,10094,-73.1231902,5.7757455
-1.0,10095,-73.12327712,5.77572322
-1.0,10096,-73.12336404,5.77570094
-1.0,10097,-73.12345096,5.77567866
-1.0,10098,-73.12353788,5.775656379
-1.0,10099,-73.1236248,5.7756341
-1.0,10100,-73.1210652,5.7785361
-1.0,10101,-73.12104838,5.7784659
-1.0,10102,-73.12103156,5.7783957
-1.0,10103,-73.12101474,5.778325501
-1.0,10104,-73.12099792,5.778255301
-1.0,10105,-73.1209811,5.7781851
-1.0,10106,-73.1212305,5.7781288
-1.0,10107,-73.12114737,5.778147567
-1.0,10108,-73.12106423,5.778166333
-1.0,10109,-73.1209811,5.7781851
-1.0,10110,-73.12090558,5.778202125
-1.0,10111,-73.12083005,5.77821915
-1.0,10112,-73.12075452,5.778236175
-1.0,10113,-73.120679,5.7782532
-1.0,10114,-73.1229751,5.777989
1.0,10115,-73.12297573,5.778076075
1.0,10116,-73.12297635,5.77816315
1.0,10117,-73.12297698,5.778250225
1.0,10118,-73.1229776,5.7783373
-1.0,10119,-73.12299888,5.778414116
-1.0,10120,-73.12302017,5.778490933
-1.0,10121,-73.12304145,5.77856775
-1.0,10122,-73.12306273,5.778644567
-1.0,10123,-73.12308402,5.778721383
-1.0,10124,-73.1231053,5.7787982
-1.0,10125,-73.12309384,5.778880067
-1.0,10126,-73.12308239,5.778961933
-1.0,10127,-73.12307093,5.7790438
-1.0,10128,-73.12305948,5.779125666
-1.0,10129,-73.12304802,5.779207533
-1.0,10130,-73.12303657,5.779289399
-1.0,10131,-73.12302511,5.779371267
-1.0,10132,-73.12301366,5.779453133
-1.0,10133,-73.1230022,5.779535
1.0,10134,-73.1238137,5.7779754
1.0,10135,-73.12372984,5.77797676
1.0,10136,-73.12364598,5.77797812
1.0,10137,-73.12356212,5.77797948
-1.0,10138,-73.12347826,5.77798084
-1.0,10139,-73.1233944,5.7779822
1.0,10140,-73.12331054,5.77798356
-1.0,10141,-73.12322668,5.777984919
-1.0,10142,-73.12314282,5.77798628
-1.0,10143,-73.12305896,5.77798764
-1.0,10144,-73.1229751,5.777989
-1.0,10145,-73.12289205,5.77798663
-1.0,10146,-73.122809,5.777984259
-1.0,10147,-73.12272595,5.77798189
-1.0,10148,-73.1226429,5.77797952
-1.0,10149,-73.12255985,5.777977149
-1.0,10150,-73.1224768,5.77797478
-1.0,10151,-73.12239375,5.77797241
-1.0,10152,-73.1223107,5.77797004
-1.0,10153,-73.12222765,5.777967669
-1.0,10154,-73.1221446,5.7779653
-1.0,10155,-73.1204092,5.778435
-1.0,10156,-73.120394,5.77836312
-1.0,10157,-73.1203788,5.77829124
-1.0,10158,-73.1203636,5.77821936
-1.0,10159,-73.1203484,5.77814748
-1.0,10160,-73.1203332,5.7780756
-1.0,10161,-73.12031642,5.777999275
-1.0,10162,-73.12029965,5.77792295
-1.0,10163,-73.12028288,5.777846625
-1.0,10164,-73.1202661,5.7777703
-1.0,10165,-73.12024794,5.777691757
-1.0,10166,-73.12022979,5.777613214
-1.0,10167,-73.12021163,5.777534671
-1.0,10168,-73.12019347,5.777456129
-1.0,10169,-73.12017531,5.777377586
-1.0,10170,-73.12015716,5.777299043
-1.0,10172,-73.1208469,5.777635
-1.0,10173,-73.12077057,5.777652775
-1.0,10174,-73.12069425,5.777670551
-1.0,10175,-73.12061792,5.777688325
-1.0,10176,-73.1205416,5.7777061
-1.0,10177,-73.12047273,5.77772215
